lp;data;city;shop;category;product;price;quantity
6365;2017-02-18;Cracow;Sterling Cameras;furniture;desk;149.99;11
6366;2014-11-02;Warszawa;North Point Services;school and office equipment;punch;7.5;149
6367;2016-03-15;Cracow;Grange Locksmiths;furniture;desk;149.99;8
6368;2016-11-11;Barcelona;Riverside Off Road Vehicles;school equipment;chalk;5.0;114
6369;2015-12-06;Berlin;On Top Workshops;school equipment;blackboard;590.0;2
6370;2016-09-01;London;Newbold Accountancy Services;school and office equipment;pen;0.99;137
6371;2015-03-12;Barcelona;Rathbone Double Glazing;school and office equipment;punch;7.5;54
6372;2017-04-18;Krakow;Jeffries Logistics;furniture;swivel chair;69.0;29
6373;2016-03-09;Rome;Pearce Printing;school and office equipment;plasticine;2.99;44
6374;2015-06-08;Krakow;Noakes Paper Products;school equipment;chalk;5.0;315
6375;2017-04-25;Warszawa;Salisbury Promotions;school and office equipment;pen;0.99;166
6376;2015-04-06;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;27
6377;2015-12-14;Barcelona;Super Memorabilia;school equipment;chalk;5.0;193
6378;2015-08-10;Rome;Khan Cabs;furniture;desk;149.99;2
6379;2015-09-23;Paris;Holt Packaging;furniture;swivel chair;69.0;38
6380;2016-12-11;Paris;Wright Sporting Goods;furniture;desk;149.99;1
6381;2015-08-05;Paris;Summit Cash & Carry;school equipment;chalk;5.0;141
6382;2015-06-24;Barcelona;On Time Kitchens;school and office equipment;pen;1.49;215
6383;2015-01-10;Berlin;Quality Boiler Repairs;school and office equipment;pen;1.49;106
6384;2015-07-12;Barcelona;On Time Kitchens;school and office equipment;pen;1.49;202
6385;2015-12-16;Berlin;Quality Boiler Repairs;school and office equipment;punch;7.5;42
6386;2016-01-31;Krakow;Noakes Paper Products;school and office equipment;plasticine;2.99;266
6387;2016-10-27;London;Newbold Accountancy Services;school and office equipment;pen;0.99;56
6388;2015-11-01;Rome;Pearce Printing;school and office equipment;punch;7.5;5
6389;2016-07-03;Rome;Khan Cabs;furniture;swivel chair;69.0;3
6390;2015-01-22;Rome;Khan Cabs;furniture;desk;149.99;3
6391;2015-05-10;Warszawa;Salisbury Promotions;furniture;desk;149.99;20
6392;2016-02-05;Barcelona;On Time Kitchens;school equipment;blackboard;590.0;2
6393;2015-07-21;Rome;Khan Cabs;furniture;desk;149.99;3
6394;2016-07-12;Paris;Holt Packaging;school and office equipment;punch;7.5;52
6395;2016-08-11;Rome;Pearce Printing;school equipment;sponge;4.0;79
6396;2016-05-22;Krakow;Jeffries Logistics;school equipment;sponge;4.0;71
6397;2016-02-17;Rome;Pearce Printing;school and office equipment;plasticine;2.99;31
6398;2016-01-04;Rome;Khan Cabs;school and office equipment;pen;1.49;47
6399;2016-09-06;Barcelona;Riverside Off Road Vehicles;school and office equipment;punch;7.5;110
6400;2015-04-14;Warszawa;Salisbury Promotions;school equipment;chalk;5.0;502
6401;2017-05-05;Berlin;Billingham Workshops;furniture;desk;149.99;3
6402;2015-12-25;Barcelona;On Time Kitchens;school equipment;chalk;5.0;34
6403;2016-10-16;Barcelona;Riverside Off Road Vehicles;school and office equipment;punch;7.5;105
6404;2017-02-26;Barcelona;On Time Kitchens;school and office equipment;plasticine;2.99;57
6405;2016-04-21;Berlin;Quality Boiler Repairs;furniture;swivel chair;69.0;12
6406;2014-10-23;Paris;Holt Packaging;furniture;desk;149.99;8
6407;2017-03-25;Berlin;Billingham Workshops;furniture;desk;149.99;2
6408;2015-10-28;Warszawa;North Point Services;furniture;desk;149.99;6
6409;2015-04-06;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;6
6410;2016-05-11;Krakow;Grady Recycling;furniture;desk;149.99;13
6411;2015-07-15;Barcelona;Riverside Off Road Vehicles;school equipment;blackboard;590.0;2
6412;2014-10-23;Krakow;Noakes Paper Products;school and office equipment;pen;1.49;274
6413;2016-05-05;Warszawa;Salisbury Promotions;furniture;desk;149.99;23
6414;2016-02-19;Krakow;Grady Recycling;furniture;desk;149.99;2
6415;2016-02-20;Barcelona;On Time Kitchens;school equipment;sponge;4.0;163
6416;2017-03-09;London;Haddow Camping Supplies;school and office equipment;punch;7.5;142
6417;2017-02-03;Berlin;Quality Boiler Repairs;furniture;desk;149.99;4
6418;2014-10-12;Cracow;Valley Coaches;furniture;desk;149.99;6
6419;2017-03-08;Krakow;Noakes Paper Products;school and office equipment;plasticine;2.99;335
6420;2015-05-17;Rome;Khan Cabs;school equipment;chalk;5.0;37
6421;2015-04-13;Warszawa;North Point Services;furniture;swivel chair;69.0;35
6422;2015-06-20;Paris;Summit Cash & Carry;furniture;swivel chair;69.0;28
6423;2015-04-04;Berlin;On Top Workshops;furniture;desk;149.99;4
6424;2016-12-27;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;17
6425;2015-12-12;Warszawa;North Point Services;furniture;swivel chair;69.0;4
6426;2016-06-13;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;197
6427;2016-08-01;London;Newbold Accountancy Services;school and office equipment;pen;1.49;111
6428;2016-04-26;Cracow;Sterling Cameras;furniture;swivel chair;69.0;23
6429;2015-11-20;Warszawa;North Point Services;school equipment;sponge;4.0;237
6430;2015-10-06;Krakow;Jeffries Logistics;school equipment;chalk;5.0;348
6431;2017-01-23;London;Newbold Accountancy Services;school equipment;blackboard;590.0;3
6432;2015-11-29;Cracow;Valley Coaches;furniture;desk;149.99;4
6433;2017-01-18;Paris;Holt Packaging;furniture;desk;149.99;14
6434;2014-12-18;Berlin;On Top Workshops;school equipment;blackboard;590.0;2
6435;2015-09-22;Cracow;Valley Coaches;school equipment;blackboard;590.0;3
6436;2015-02-05;Berlin;Billingham Workshops;school and office equipment;pen;0.99;149
6437;2016-12-28;Cracow;Grange Locksmiths;school equipment;chalk;5.0;91
6438;2015-03-12;Paris;Summit Cash & Carry;furniture;desk;149.99;7
6439;2016-08-18;London;Ashton Electronics;school equipment;sponge;4.0;218
6440;2015-05-26;Paris;Summit Cash & Carry;school equipment;blackboard;590.0;1
6441;2017-03-25;Cracow;Richards Textiles;school and office equipment;pen;0.99;214
6442;2017-04-05;Paris;Wright Sporting Goods;school equipment;sponge;4.0;179
6443;2017-05-07;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;57
6444;2015-03-24;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;27
6445;2016-08-13;Warszawa;North Point Services;furniture;swivel chair;69.0;37
6446;2016-12-07;Krakow;Noakes Paper Products;school and office equipment;plasticine;2.99;189
6447;2017-01-25;Cracow;Richards Textiles;school equipment;sponge;4.0;181
6448;2016-11-18;Warszawa;North Point Services;furniture;desk;149.99;8
6449;2015-12-14;London;Newbold Accountancy Services;furniture;swivel chair;69.0;21
6450;2015-05-25;Rome;Khan Cabs;school equipment;chalk;5.0;15
6451;2016-01-31;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;354
6452;2015-01-30;Warszawa;North Point Services;school and office equipment;pen;1.49;239
6453;2016-11-06;Rome;Pearce Printing;school equipment;blackboard;590.0;1
6454;2016-05-31;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;1
6455;2016-04-29;London;Newbold Accountancy Services;school equipment;blackboard;590.0;1
6456;2014-12-28;Cracow;Grange Locksmiths;furniture;swivel chair;69.0;10
6457;2016-03-05;Warszawa;North Point Services;furniture;desk;149.99;7
6458;2016-12-03;Paris;Summit Cash & Carry;furniture;desk;149.99;9
6459;2016-03-11;London;Newbold Accountancy Services;furniture;swivel chair;69.0;9
6460;2015-01-18;Krakow;Jeffries Logistics;furniture;desk;149.99;15
6461;2015-12-05;Barcelona;Rathbone Double Glazing;school and office equipment;plasticine;2.99;126
6462;2015-06-16;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;374
6463;2016-01-21;London;Newbold Accountancy Services;school equipment;blackboard;590.0;1
6464;2016-02-16;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;29
6465;2015-11-15;Berlin;Billingham Workshops;school equipment;chalk;5.0;69
6466;2016-08-15;Barcelona;On Time Kitchens;school equipment;chalk;5.0;253
6467;2017-01-16;Rome;Pearce Printing;school and office equipment;plasticine;2.99;62
6468;2016-02-12;Warszawa;Salisbury Promotions;school and office equipment;pen;1.49;159
6469;2014-12-22;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;0.99;250
6470;2015-09-01;Barcelona;Super Memorabilia;school and office equipment;plasticine;2.99;34
6471;2015-12-10;Rome;Pearce Printing;furniture;swivel chair;69.0;3
6472;2015-04-24;Berlin;Pringle Cycles;school and office equipment;pen;0.99;26
6473;2017-01-30;Krakow;Grady Recycling;school equipment;chalk;5.0;171
6474;2016-03-19;Barcelona;Rathbone Double Glazing;furniture;swivel chair;69.0;3
6475;2015-06-23;Krakow;Jeffries Logistics;school equipment;chalk;5.0;134
6476;2016-02-18;Paris;Holt Packaging;school and office equipment;plasticine;2.99;76
6477;2016-04-19;Rome;Pearce Printing;school equipment;blackboard;590.0;1
6478;2015-05-20;Krakow;Jeffries Logistics;school and office equipment;plasticine;2.99;67
6479;2016-05-03;Cracow;Richards Textiles;school equipment;chalk;5.0;174
6480;2015-01-20;Berlin;Billingham Workshops;school and office equipment;punch;7.5;8
6481;2014-10-30;Krakow;Jeffries Logistics;school equipment;sponge;4.0;309
6482;2016-08-22;Krakow;Grady Recycling;school equipment;blackboard;590.0;2
6483;2017-04-02;Paris;Wright Sporting Goods;school equipment;blackboard;590.0;2
6484;2015-02-12;Cracow;Grange Locksmiths;school and office equipment;plasticine;2.99;151
6485;2015-06-24;Rome;Pearce Printing;school and office equipment;plasticine;2.99;70
6486;2016-10-06;Berlin;Billingham Workshops;school equipment;chalk;5.0;149
6487;2016-09-20;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;4
6488;2016-06-01;Krakow;Noakes Paper Products;school equipment;sponge;4.0;167
6489;2016-07-22;Krakow;Noakes Paper Products;furniture;desk;149.99;8
6490;2015-06-25;Krakow;Grady Recycling;school and office equipment;pen;1.49;57
6491;2016-08-18;Berlin;On Top Workshops;furniture;desk;149.99;2
6492;2016-03-25;Cracow;Grange Locksmiths;school and office equipment;pen;0.99;119
6493;2015-05-11;London;Newbold Accountancy Services;furniture;desk;149.99;9
6494;2015-06-09;Krakow;Grady Recycling;furniture;swivel chair;69.0;4
6495;2015-08-31;Cracow;Sterling Cameras;school equipment;sponge;4.0;121
6496;2015-01-11;Rome;Khan Cabs;furniture;swivel chair;69.0;1
6497;2014-11-19;Berlin;Billingham Workshops;furniture;swivel chair;69.0;14
6498;2015-01-24;Cracow;Valley Coaches;school equipment;blackboard;590.0;3
6499;2016-03-07;Warszawa;Salisbury Promotions;school equipment;chalk;5.0;452
6500;2014-10-13;London;Newbold Accountancy Services;school and office equipment;pen;1.49;177
6501;2015-03-05;Paris;Wright Sporting Goods;school equipment;sponge;4.0;122
6502;2014-12-25;Paris;Holt Packaging;school and office equipment;pen;0.99;306
6503;2017-02-19;Rome;Khan Cabs;school and office equipment;plasticine;2.99;19
6504;2016-12-05;Berlin;On Top Workshops;school equipment;sponge;4.0;9
6505;2017-01-07;Rome;Khan Cabs;school and office equipment;pen;1.49;6
6506;2015-11-17;Cracow;Sterling Cameras;school equipment;sponge;4.0;39
6507;2015-01-19;Warszawa;North Point Services;furniture;swivel chair;69.0;6
6508;2017-03-22;Cracow;Sterling Cameras;furniture;swivel chair;69.0;7
6509;2015-06-04;Barcelona;Riverside Off Road Vehicles;school and office equipment;pen;1.49;91
6510;2016-05-08;Paris;Summit Cash & Carry;furniture;desk;149.99;9
6511;2017-03-24;Warszawa;North Point Services;furniture;desk;149.99;23
6512;2015-07-17;London;Newbold Accountancy Services;furniture;desk;149.99;4
6513;2015-09-14;Barcelona;Super Memorabilia;school and office equipment;pen;0.99;272
6514;2016-11-02;Warszawa;Salisbury Promotions;school equipment;sponge;4.0;316
6515;2015-03-04;Cracow;Sterling Cameras;school and office equipment;plasticine;2.99;101
6516;2016-02-10;London;Newbold Accountancy Services;furniture;desk;149.99;11
6517;2016-03-26;London;Newbold Accountancy Services;school equipment;sponge;4.0;1
6518;2016-03-09;Rome;Khan Cabs;furniture;swivel chair;69.0;3
6519;2016-09-23;Rome;Khan Cabs;furniture;desk;149.99;2
6520;2016-10-24;Paris;Summit Cash & Carry;school equipment;sponge;4.0;5
6521;2015-08-08;Krakow;Jeffries Logistics;school equipment;blackboard;590.0;2
6522;2017-03-03;Krakow;Grady Recycling;school and office equipment;pen;1.49;104
6523;2016-01-26;Berlin;Billingham Workshops;school and office equipment;pen;0.99;11
6524;2015-09-25;Krakow;Grady Recycling;furniture;desk;149.99;12
6525;2017-02-10;Rome;Pearce Printing;school equipment;sponge;4.0;38
6526;2014-12-18;London;Newbold Accountancy Services;furniture;swivel chair;69.0;2
6527;2017-01-03;Cracow;Grange Locksmiths;school and office equipment;pen;0.99;74
6528;2014-10-10;Barcelona;On Time Kitchens;furniture;swivel chair;69.0;25
6529;2017-02-11;Berlin;On Top Workshops;school and office equipment;pen;0.99;18
6530;2017-05-08;London;Newbold Accountancy Services;furniture;desk;149.99;2
6531;2015-02-12;Rome;Khan Cabs;school and office equipment;punch;7.5;19
6532;2015-11-02;Barcelona;On Time Kitchens;school equipment;chalk;5.0;18
6533;2015-05-22;Berlin;Billingham Workshops;school and office equipment;pen;1.49;80
6534;2016-11-19;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;1
6535;2016-06-20;Paris;Wright Sporting Goods;school equipment;chalk;5.0;221
6536;2017-04-04;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;1
6537;2016-09-24;Berlin;On Top Workshops;furniture;desk;149.99;2
6538;2016-02-15;Berlin;Billingham Workshops;furniture;desk;149.99;4
6539;2015-09-24;Krakow;Jeffries Logistics;school and office equipment;pen;1.49;74
6540;2016-04-17;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;7
6541;2015-11-09;Paris;Wright Sporting Goods;school equipment;sponge;4.0;352
6542;2016-07-03;London;Ashton Electronics;school and office equipment;pen;1.49;115
6543;2017-01-13;Rome;Pearce Printing;furniture;desk;149.99;1
6544;2015-01-22;Barcelona;Super Memorabilia;school equipment;sponge;4.0;129
6545;2015-01-06;Rome;Khan Cabs;furniture;desk;149.99;2
6546;2015-10-04;Cracow;Sterling Cameras;furniture;swivel chair;69.0;2
6547;2015-12-01;Paris;Wright Sporting Goods;furniture;swivel chair;69.0;32
6548;2016-11-09;Berlin;Pringle Cycles;school and office equipment;plasticine;2.99;196
6549;2017-01-01;Rome;Khan Cabs;furniture;swivel chair;69.0;8
6550;2015-05-25;Rome;Pearce Printing;school and office equipment;plasticine;2.99;81
6551;2015-09-22;Warszawa;Salisbury Promotions;school equipment;chalk;5.0;445
6552;2015-06-15;Berlin;Billingham Workshops;school and office equipment;pen;1.49;90
6553;2015-07-09;Warszawa;Salisbury Promotions;school and office equipment;punch;7.5;115
6554;2016-07-01;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;20
6555;2016-07-10;Krakow;Noakes Paper Products;school and office equipment;pen;0.99;32
6556;2016-12-09;Warszawa;North Point Services;school equipment;blackboard;590.0;2
6557;2015-10-08;Paris;Summit Cash & Carry;school and office equipment;pen;1.49;169
6558;2016-05-25;Barcelona;Super Memorabilia;furniture;swivel chair;69.0;19
6559;2017-03-01;Cracow;Grange Locksmiths;school equipment;chalk;5.0;132
6560;2015-10-16;Rome;Pearce Printing;furniture;swivel chair;69.0;2
6561;2015-05-07;Rome;Pearce Printing;school equipment;sponge;4.0;60
6562;2015-09-13;Cracow;Richards Textiles;school and office equipment;pen;1.49;203
6563;2016-12-25;Paris;Holt Packaging;school equipment;chalk;5.0;103
6564;2015-08-03;Rome;Pearce Printing;school equipment;chalk;5.0;71
6565;2017-02-25;Berlin;Billingham Workshops;school and office equipment;pen;1.49;97
6566;2016-09-17;Berlin;On Top Workshops;school and office equipment;plasticine;2.99;54
6567;2016-07-23;Berlin;Quality Boiler Repairs;school and office equipment;pen;0.99;87
6568;2016-02-12;Berlin;Pringle Cycles;furniture;swivel chair;69.0;9
6569;2015-10-15;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;34
6570;2016-05-09;London;Ashton Electronics;school and office equipment;pen;1.49;204
6571;2015-05-18;Barcelona;Rathbone Double Glazing;school and office equipment;pen;0.99;269
6572;2015-08-31;Berlin;Quality Boiler Repairs;school and office equipment;punch;7.5;29
6573;2016-02-23;Cracow;Grange Locksmiths;school and office equipment;punch;7.5;53
6574;2017-04-17;Warszawa;North Point Services;school and office equipment;pen;0.99;259
6575;2015-11-19;Krakow;Noakes Paper Products;furniture;swivel chair;69.0;16
6576;2016-03-23;London;Haddow Camping Supplies;furniture;swivel chair;69.0;15
6577;2016-05-18;London;Ashton Electronics;school equipment;chalk;5.0;216
6578;2015-12-04;Warszawa;Salisbury Promotions;furniture;swivel chair;69.0;38
6579;2016-11-25;London;Haddow Camping Supplies;school equipment;sponge;4.0;217
6580;2016-12-01;Berlin;Billingham Workshops;school equipment;chalk;5.0;14
6581;2015-10-24;Cracow;Valley Coaches;school equipment;sponge;4.0;257
6582;2016-09-18;Cracow;Richards Textiles;school and office equipment;punch;7.5;91
6583;2016-07-03;Berlin;Billingham Workshops;school and office equipment;plasticine;2.99;104
6584;2016-07-02;Cracow;Richards Textiles;furniture;desk;149.99;2
6585;2017-04-04;London;Ashton Electronics;furniture;desk;149.99;12
6586;2016-08-30;Warszawa;North Point Services;school equipment;chalk;5.0;514
6587;2016-02-13;London;Newbold Accountancy Services;school and office equipment;pen;1.49;8
6588;2016-10-29;Barcelona;Riverside Off Road Vehicles;school equipment;sponge;4.0;125
6589;2015-07-30;Barcelona;Rathbone Double Glazing;school equipment;chalk;5.0;289
6590;2014-10-19;Cracow;Valley Coaches;furniture;desk;149.99;7
6591;2014-10-21;Krakow;Noakes Paper Products;school equipment;blackboard;590.0;4
6592;2016-06-29;Rome;Khan Cabs;school equipment;chalk;5.0;73
6593;2014-12-14;Krakow;Noakes Paper Products;school equipment;sponge;4.0;165
6594;2015-10-17;Barcelona;Riverside Off Road Vehicles;furniture;swivel chair;69.0;17
6595;2016-10-05;Barcelona;Rathbone Double Glazing;school equipment;blackboard;590.0;1
6596;2014-12-22;Krakow;Grady Recycling;school equipment;chalk;5.0;315
6597;2017-04-22;Berlin;On Top Workshops;furniture;swivel chair;69.0;8
